route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_color,route_text_color,borough
B82,MTA NYCT,B82,Coney Island - Spring Creek Towers,via Bay Pkwy / Kings Hwy / Flatlands Av,3,6CBE45,FFFFFF,staten_island
B82+,MTA NYCT,B82-SBS,Coney Island -spring Creek Towers,select Bus service via Bay Pkwy / Kings Hwy / Flatlands Av,3,6CBE45,FFFFFF,staten_island
B83,MTA NYCT,B83,Spring Creek - Broadway Junction,via Van Siclen Av / Pennsylvania Av / Gateway Dr,3,EE352E,FFFFFF,staten_island
B84,MTA NYCT,B84,Spring Creek-New Lots,via Ashford Street/Flatlands Avenue,3,006CB7,FFFFFF,staten_island
B9,MTA NYCT,B9,Bay Ridge - Kings Plaza,via 60th St / Avenue M,3,EE352E,FFFFFF,staten_island
BX3,MTA NYCT,Bx3,Riverdale - George Washington Bridge,via Sedgwick Av / University Av / W 181st St,3,EE352E,FFFFFF,staten_island
BX4,MTA NYCT,Bx4,Westchester Sq - The Hub,via Westchester Av,3,FAA61A,FFFFFF,staten_island
BX4A,MTA NYCT,Bx4A,Westchester Sq - Gladstone Sq,via Metropolitan Av / Westchester Av,3,FAA61A,FFFFFF,staten_island
BX5,MTA NYCT,Bx5,Pelham Bay - Gladstone Sq,via Bruckner Blvd  / Story Av,3,EE352E,FFFFFF,staten_island
BX6,MTA NYCT,Bx6,Hunts Point - Riverside Dr,via E 161st St / E 163rd St / W 155 St,3,EE352E,FFFFFF,staten_island
BX6+,MTA NYCT,Bx6-SBS,Hunts Point - Riverside Dr,Select Bus Service via E 161st St / E 163rd St / W 155 St,3,EE352E,FFFFFF,staten_island
BX7,MTA NYCT,Bx7,Riverdale - Washington Heights,via Riverdale Av / Broadway,3,EE352E,FFFFFF,staten_island
BX8,MTA NYCT,Bx8,Williamsbridge - Locust Point,via Bronxwood Av / Williamsbridge Rd / Crosby Av,3,FAA61A,FFFFFF,staten_island
BX9,MTA NYCT,Bx9,Riverdale - West Farms Sq,via Broadway / Kingsbridge Rd / Southern Blvd,3,FAA61A,FFFFFF,staten_island
BX1,MTA NYCT,Bx1,Riverdale - Mott Haven,via Grand Concourse / E 138th St,3,00AEEF,FFFFFF,staten_island
BX10,MTA NYCT,Bx10,Riverdale - Norwood,via H. Hudson Pkwy / W 231st St / Jerome Av,3,006CB7,FFFFFF,staten_island
BX11,MTA NYCT,Bx11,George Washington Bridge - Parkchester,via E 170th St /  E 174th St,3,FAA61A,FFFFFF,staten_island
BX12,MTA NYCT,Bx12,Pelham Bay - Inwood,via Pelham Pkwy / Fordham Rd,3,006CB7,FFFFFF,staten_island
BX12+,MTA NYCT,Bx12-SBS,Bay Plaza - Inwood,Select Bus Service via Pelham Pkwy / Fordham Rd,3,006CB7,FFFFFF,staten_island
BX13,MTA NYCT,Bx13,George Washington Bridge - Bronx Terminal Market,via W 181st St / Ogden Av / River Av,3,006CB7,FFFFFF,staten_island
BX15,MTA NYCT,Bx15,Fordham Plaza - The Hub,via 3rd Av,3,FAA61A,FFFFFF,staten_island
BX16,MTA NYCT,Bx16,Pelham - Norwood,via E 233rd St / Nereid Av,3,00AEEF,FFFFFF,staten_island
BX17,MTA NYCT,Bx17,Fordham Plaza - Port Morris,via Crotona Av / Prospect Av,3,006CB7,FFFFFF,staten_island
BX18B,MTA NYCT,Bx18B,Morris Heights/High Bridge Circulator,via 168 St / Sedgwick Av,3,6CBE45,FFFFFF,staten_island
BX18A,MTA NYCT,Bx18A,Morris Heights/High Bridge Circulator,via 168 St / Undercliff Av,3,6CBE45,FFFFFF,staten_island
BX19,MTA NYCT,Bx19,NY Botanical Garden - Riverbank Park,via Southern Bl / E 149th St,3,B933AD,FFFFFF,staten_island
BX2,MTA NYCT,Bx2,Kingsbridge Heights - Mott Haven,via Grand Concourse / E 149th St,3,FAA61A,FFFFFF,staten_island
BX20,MTA NYCT,Bx20,Riverdale - Inwood,via Broadway / Henry Hudson Pkwy,3,00AEEF,FFFFFF,staten_island
BX21,MTA NYCT,Bx21,Westchester Sq - Mott Haven,via Morris Park Av / Boston Rd,3,6CBE45,FFFFFF,staten_island
BX22,MTA NYCT,Bx22,Bedford Park - Castle Hill,via Castle Hill Av / Fordham Rd,3,EE352E,FFFFFF,staten_island
BX24,MTA NYCT,Bx24,Country Club - Hutchinson Metro Center,via Westchester Av / Country Club Loop,3,6CBE45,FFFFFF,staten_island
BX25,MTA NYCT,Bx25,Co-op City Bay Plaza - Bedford Park,via Allerton Av,3,FAA61A,FFFFFF,staten_island
BX26,MTA NYCT,Bx26,Co-op City Section 5 - Bedford Park,via Allerton Av / Co-op City Blvd,3,FAA61A,FFFFFF,staten_island
BX27,MTA NYCT,Bx27,Clasons Pt - Gladstone Sq,via Westchester Av / Soundview Av,3,00AEEF,FFFFFF,staten_island
BX28,MTA NYCT,Bx28,Co-op City Section 5 - Fordham Center,via E Gun Hill Rd / Bartow Av,3,00AEEF,FFFFFF,staten_island
BX29,MTA NYCT,Bx29,City Island - Pelham Bay,via City Island Rd / City Island Av,3,00AEEF,FFFFFF,staten_island
BX30,MTA NYCT,Bx30,Co-op City Section 5 - Pelham Parkway,via Boston Rd,3,EE352E,FFFFFF,staten_island
BX31,MTA NYCT,Bx31,Woodlawn - Westchester Sq,via E 233 St / Eastchester Rd,3,EE352E,FFFFFF,staten_island
BX32,MTA NYCT,Bx32,Kingsbridge VA Hospital - Mott Haven,via Morris Av / Jerome Av,3,6CBE45,FFFFFF,staten_island
BX33,MTA NYCT,Bx33,Port Morris - Harlem,via E 138th St / W 135th St,3,6CBE45,FFFFFF,staten_island
BX34,MTA NYCT,Bx34,Woodlawn - Fordham Center,via Katonah Av / Bainbridge Av / Valentine Av,3,B933AD,FFFFFF,staten_island
BX35,MTA NYCT,Bx35,George Washington Bridge-West Farms Road,via E 167th / W 181st St,3,00AEEF,FFFFFF,staten_island
BX36,MTA NYCT,Bx36,Soundview - George Washington Bridge,via E Tremont Av / White Plains Rd,3,B933AD,FFFFFF,staten_island
BX38,MTA NYCT,Bx38,Co-op City Bay Plaza - Norwood,via E Gun Hill Rd / Co-op City Blvd,3,FAA61A,FFFFFF,staten_island
BX39,MTA NYCT,Bx39,Wakefield - Clasons Pt,via White Plains Rd,3,FAA61A,FFFFFF,staten_island
BX40,MTA NYCT,Bx40,Throgs Neck - River Park Towers,via E Tremont Av / E 180th St / Burnside Av,3,006CB7,FFFFFF,staten_island
BX41,MTA NYCT,Bx41,Williamsbridge - The Hub,via Webster Av,3,EE352E,FFFFFF,staten_island
BX41+,MTA NYCT,Bx41-SBS,Williamsbridge - The Hub,Select Bus Service via Webster Av,3,EE352E,FFFFFF,staten_island
BX42,MTA NYCT,Bx42,Throgs Neck - River Park Towers,via E Tremont Av / E 180th St / Burnside Av,3,EE352E,FFFFFF,staten_island
BX46,MTA NYCT,Bx46,Prospect Av - Westchester Av / Hunts Point Market,via Barretto PK,3,EE352E,FFFFFF,staten_island
M1,MTA NYCT,M1,Harlem - East Village,via 5th Av / Madison Av,3,EE352E,FFFFFF,staten_island
M2,MTA NYCT,M2,Washington Heights - East Village,via 5th Av / Madison Av / AC Powell Blvd,3,B933AD,FFFFFF,staten_island
M3,MTA NYCT,M3,Fort George - East Village,via 5th Av / Madison Av / St Nicholas Av,3,B933AD,FFFFFF,staten_island
M4,MTA NYCT,M4,The Cloisters - 32 St,via 5th Av / Madison Av / Broadway / Ft.Washington Av,3,00AEEF,FFFFFF,staten_island
M5,MTA NYCT,M5,George Washington Bridge - 31 St & 6 Av,via 5th Av / Av of Americas / Riverside Dr,3,EE352E,FFFFFF,staten_island
M7,MTA NYCT,M7,Harlem - 14th Street,via Columbus / Amsterdam / 6 & 7 Av / Bway,3,00AEEF,FFFFFF,staten_island
M8,MTA NYCT,M8,West Village - East Village,via 8 & 9 St Crosstown,3,00AEEF,FFFFFF,staten_island
M9,MTA NYCT,M9,Battery Park City - Kips Bay,via Avenue C / E Broadway,3,B933AD,FFFFFF,staten_island
M10,MTA NYCT,M10,Harlem - Columbus Circle,via Central Park West / Frederick Douglass Blvd,3,006CB7,FFFFFF,staten_island
M100,MTA NYCT,M100,Inwood - Harlem,via Broadway / Amsterdam Av,3,00AEEF,FFFFFF,staten_island
M101,MTA NYCT,M101,East Village - Fort George,via Third Av / Lexington Av / Amsterdam Av,3,FAA61A,FFFFFF,staten_island
M102,MTA NYCT,M102,Harlem - East Village,via 3rd Av / Lexington Av / Lenox Av,3,FAA61A,FFFFFF,staten_island
M103,MTA NYCT,M103,East Harlem - City Hall,via 3rd Av / Lexington Av,3,B933AD,FFFFFF,staten_island
M104,MTA NYCT,M104,West Harlem - Times Square,via Broadway / 8th Av,3,B933AD,FFFFFF,staten_island
M106,MTA NYCT,M106,East Harlem - West Side,via 96th St / E 106th St Crosstown,3,6CBE45,FFFFFF,staten_island
M11,MTA NYCT,M11,Riverbank Park & Harlem - West Village,via 9th - Columbus Av / 10th - Amsterdam Av,3,FAA61A,FFFFFF,staten_island
M116,MTA NYCT,M116,West Side - East Harlem,via 116th St Crosstown,3,6CBE45,FFFFFF,staten_island
M12,MTA NYCT,M12,Midtown West - West Village,via 11 Av / 12 Av,3,006CB7,FFFFFF,staten_island
M125,MTA NYCT,M125,Manhattanville - The Hub,via 125th St / Willis Av,3,B933AD,FFFFFF,staten_island
M14A+,MTA NYCT,M14A-SBS,Lower East Side - Abingdon Sq,Select Bus Service via 14th St / Av A,3,6CBE45,FFFFFF,staten_island
M14D+,MTA NYCT,M14D-SBS,Lower East Side - Chelsea Piers,Select Bus Service via 14th St / Av D,3,6CBE45,FFFFFF,staten_island
M15,MTA NYCT,M15,East Harlem - South Ferry,via 1st Av / 2nd Av,3,006CB7,FFFFFF,staten_island
M15+,MTA NYCT,M15-SBS,East Harlem - South Ferry,Select Bus Service via 1st Av / 2nd Av,3,006CB7,FFFFFF,staten_island
M20,MTA NYCT,M20,Lincoln Center - South Ferry,via 7th Av / 8th Av / Battery Park City,3,EE352E,FFFFFF,staten_island
M21,MTA NYCT,M21,Lower East Side - West Village,via Houston St Crosstown,3,FAA61A,FFFFFF,staten_island
M22,MTA NYCT,M22,Lower East Side - Battery Park City,via Madison St / Chambers St,3,00AEEF,FFFFFF,staten_island
M23+,MTA NYCT,M23-SBS,Chelsea Piers - East Side,Select Bus Service via 23rd St Crosstown,3,B933AD,FFFFFF,staten_island
M31,MTA NYCT,M31,Yorkville - Clinton,via  York Av / 57th St,3,B933AD,FFFFFF,staten_island
M34+,MTA NYCT,M34-SBS,East Side - Javits Center,Select Bus Service via 34th St Crosstown,3,006CB7,FFFFFF,staten_island
M34A+,MTA NYCT,M34A-SBS,Waterside - Port Authority Terminal,Select Bus Service via 34th St Crosstown,3,006CB7,FFFFFF,staten_island
M35,MTA NYCT,M35,Ward's Island - East Harlem,via Randall's Island / RFK Bridge,3,FAA61A,FFFFFF,staten_island
M42,MTA NYCT,M42,United Nations - W 42 St Pier,via 42nd St Crosstown,3,EE352E,FFFFFF,staten_island
M50,MTA NYCT,M50,W 42 St Pier - East Side,via 49th St / 50th St Crosstown,3,6CBE45,FFFFFF,staten_island
M55,MTA NYCT,M55,W 44 St  - South Ferry,via 5 Av & 6 Av,3,6CBE45,FFFFFF,staten_island
M57,MTA NYCT,M57,East Side - West Side,via 57th St Crosstown,3,00AEEF,FFFFFF,staten_island
M60+,MTA NYCT,M60-SBS,West Side - LaGuardia Airport,Select Bus Service via 125th St / Astoria Blvd,3,EE352E,FFFFFF,staten_island
M66,MTA NYCT,M66,East Side - Lincoln Center,via 65th & 68th St (East) / 67th & 66th St (West),3,FAA61A,FFFFFF,staten_island
M72,MTA NYCT,M72,East Side - West Side,via 72nd St Crosstown,3,6CBE45,FFFFFF,staten_island
M79+,MTA NYCT,M79-SBS,Yorkville - West Side,Select Bus Service via 79th St Crosstown,3,EE352E,FFFFFF,staten_island
M86+,MTA NYCT,M86-SBS,Yorkville - West Side,Select Bus Service via 86th St Crosstown,3,FAA61A,FFFFFF,staten_island
M96,MTA NYCT,M96,East Side - West Side,via 96th St Crosstown,3,6CBE45,FFFFFF,staten_island
M98,MTA NYCT,M98,Washington Heights - Upper East Side LTD,via Harlem River Dr / Lexington / 3rd,3,EE352E,FFFFFF,staten_island
Q1,MTA NYCT,Q1,Bellerose - Jamaica,via Springfield Blvd / Braddock Av / Hillside Av,3,FAA61A,FFFFFF,staten_island
Q2,MTA NYCT,Q2,Queens Village - Jamaica,via Hollis Av / Hillside Av,3,6CBE45,FFFFFF,staten_island
Q3,MTA NYCT,Q3,Jamaica - JFK Airport,via Farmers Blvd / Hillside Av,3,00AEEF,FFFFFF,staten_island
Q4,MTA NYCT,Q4,Cambria Heights - Jamaica,via Linden Blvd / Merrick Blvd,3,EE352E,FFFFFF,staten_island
Q5,MTA NYCT,Q5,Laurelton - Jamaica,via Merrick Blvd,3,EE352E,FFFFFF,staten_island
Q12,MTA NYCT,Q12,Little Neck - Flushing,via Northern Blvd,3,EE352E,FFFFFF,staten_island
Q13,MTA NYCT,Q13,Fort Totten - Flushing,via Northern Blvd / Bell Blvd,3,EE352E,FFFFFF,staten_island
Q15,MTA NYCT,Q15,Flushing - Beechhurst,via 150th St / 10th Av,3,FAA61A,FFFFFF,staten_island
Q16,MTA NYCT,Q16,Fort Totten - Flushing,via Bayside Av / Utopia Parkway,3,EE352E,FFFFFF,staten_island
Q17,MTA NYCT,Q17,Flushing - Jamaica,via Kissena Blvd / Horace Harding Expwy / 188th St / Hillside Av,3,EE352E,FFFFFF,staten_island
Q24,MTA NYCT,Q24,Bedford Stuyvesant - Jamaica,via Atlantic Av,3,00AEEF,FFFFFF,staten_island
Q27,MTA NYCT,Q27,Cambria Heights - Flushing,via Springfield Blvd / Rocky Hill Rd / 46th Av,3,EE352E,FFFFFF,staten_island
Q30,MTA NYCT,Q30,Little Neck - Jamaica,via Horace Harding Expwy / Utopia Pkwy / Homelawn St,3,FAA61A,FFFFFF,staten_island
Q31,MTA NYCT,Q31,Bayside - Jamaica,via Bell Blvd / Utopia Pkwy / Homelawn St,3,FAA61A,FFFFFF,staten_island
Q36,MTA NYCT,Q36,Little Neck - Jamaica,via Jamaica Av / Hillside Av / Little Neck Pkwy,3,FAA61A,FFFFFF,staten_island
Q42,MTA NYCT,Q42,Addisleigh Park - Jamaica,via 174 St / Liberty Av / Sayres Av,3,00AEEF,FFFFFF,staten_island
Q43,MTA NYCT,Q43,Floral Park - Jamaica,via Sutphin Blvd / Hillside Av,3,EE352E,FFFFFF,staten_island
Q44+,MTA NYCT,Q44-SBS,Bronx Zoo - Jamaica,Select Bus Service via Main St / Cross Bronx Svc Rd,3,EE352E,FFFFFF,staten_island
Q46,MTA NYCT,Q46,LIJ Hospital - Kew Gardens,via Union Turnpike,3,EE352E,FFFFFF,staten_island
Q48,MTA NYCT,Q48,Glen Oaks - Kew Gardens,via Union Turnpike,3,006CB7,FFFFFF,staten_island
Q54,MTA NYCT,Q54,Williamsburg - Jamaica,via Jamaica Av / Metropolitan Av,3,B933AD,FFFFFF,staten_island
Q55,MTA NYCT,Q55,Ridgewood - Richmond Hill,via Myrtle Av,3,EE352E,FFFFFF,staten_island
Q56,MTA NYCT,Q56,Broadway Junction - Jamaica,via Jamaica Av,3,B933AD,FFFFFF,staten_island
Q58,MTA NYCT,Q58,Ridgewood - Flushing,via Fresh Pond Rd / Corona Av / College Pt Blvd,3,6CBE45,FFFFFF,staten_island
Q59,MTA NYCT,Q59,Williamsburg - Rego Park,via Grand St / Grand Av / Queens Blvd,3,FAA61A,FFFFFF,staten_island
Q76,MTA NYCT,Q76,College Point - Jamaica,via Francis Lewis Blvd / Hillside Av,3,6CBE45,FFFFFF,staten_island
Q77,MTA NYCT,Q77,Springfield Gardens - Jamaica,via Springfield / Francis Lewis / Hillside Av,3,FAA61A,FFFFFF,staten_island
Q82,MTA NYCT,Q82,Jamaica - Belmont Park,via Hillside Av,3,FAA61A,FFFFFF,staten_island
Q83,MTA NYCT,Q83,Cambria Heights - Jamaica,via Murdock Av / Liberty Av,3,6CBE45,FFFFFF,staten_island
Q84,MTA NYCT,Q84,Laurelton - Jamaica,via Merrick Blvd / 120th Av,3,B933AD,FFFFFF,staten_island
Q85,MTA NYCT,Q85,Rosedale - Jamaica,via Merrick Blvd / Conduit Av / 243 St,3,EE352E,FFFFFF,staten_island
Q88,MTA NYCT,Q88,Elmhurst - Queens Village,via Horace Harding Expwy / 73rd Av / Springfield Blvd,3,FAA61A,FFFFFF,staten_island
SIM1,MTA NYCT,SIM1,Eltingville - Lower Manhattan Express,via Hylan Bl / Richmond Av,3,00933C,FFFFFF,staten_island
SIM1C,MTA NYCT,SIM1C,Eltingville - Manhattan Express,via Hylan Bl / Richmond Av,3,00933C,FFFFFF,staten_island
SIM2,MTA NYCT,SIM2,Tottenville - Lower Manhattan Express,via Huguenot Av / Hylan Bl,3,00933C,FFFFFF,staten_island
SIM3,MTA NYCT,SIM3,Pt. Richmond - Midtown Manhattan Express,via Watchogue Rd,3,00933C,FFFFFF,staten_island
SIM3C,MTA NYCT,SIM3C,Pt. Richmond - Manhattan Express,via Watchogue Rd,3,00933C,FFFFFF,staten_island
SIM4,MTA NYCT,SIM4,Eltingville - Lower Manhattan Express,via Richmond Av,3,00933C,FFFFFF,staten_island
SIM4X,MTA NYCT,SIM4X,S.I. Mall - Lower Manhattan Express,via Park and Ride / Church St,3,00933C,FFFFFF,staten_island
SIM4C,MTA NYCT,SIM4C,Huguenot - Manhattan Express,via Richmond Av,3,00933C,FFFFFF,staten_island
SIM5,MTA NYCT,SIM5,Eltingville - Lower Manhattan Express, via F Capodanno / Giffords La,3,00933C,FFFFFF,staten_island
SIM6,MTA NYCT,SIM6,Eltingville - Midtown Manhattan Express,via F Capodanno / Giffords La,3,00933C,FFFFFF,staten_island
SIM7,MTA NYCT,SIM7,Eltingville - Greenwich Village Express,via Hylan Bl / Richmond Av,3,00933C,FFFFFF,staten_island
SIM8,MTA NYCT,SIM8,Huguenot - Midtown Manhattan Express,via Richmond Av / Woodrow Rd,3,00933C,FFFFFF,staten_island
SIM8X,MTA NYCT,SIM8X,S.I. Mall - Midtown Manhattan Express,via Park and Ride / 42 St,3,00933C,FFFFFF,staten_island
SIM9,MTA NYCT,SIM9, Eltingville - Greenwich Village Express,via F Capodanno Blvd,3,00933C,FFFFFF,staten_island
SIM10,MTA NYCT,SIM10, Eltingville - Midtown Manhattan Express,via Hylan Bl,3,00933C,FFFFFF,staten_island
SIM11,MTA NYCT,SIM11, New Dorp - Midtown Manhattan Express,via Hylan Bl / Madison Av / Lexington Av,3,00933C,FFFFFF,staten_island
SIM15,MTA NYCT,SIM15, Eltingville - Lower Manhattan Express,via Richmond Rd,3,00933C,FFFFFF,staten_island
SIM22,MTA NYCT,SIM22, Eltingville - Midtown Manhattan Express,via Arthur Kill Rd / Richmond Av,3,00933C,FFFFFF,staten_island
SIM23,MTA NYCT,SIM23, Annadale - Midtown Manhattan Express,via Arden Av,3,00933C,FFFFFF,staten_island
SIM24,MTA NYCT,SIM24, Prince's Bay - Midtown Manhattan Express,via Huguenot Av,3,00933C,FFFFFF,staten_island
SIM25,MTA NYCT,SIM25, Tottenville - Midtown Manhattan Express,via Rossville Av,3,00933C,FFFFFF,staten_island
SIM26,MTA NYCT,SIM26, Tottenville - Midtown Manhattan Express,via Bloomingdale Rd,3,00933C,FFFFFF,staten_island
SIM30,MTA NYCT,SIM30, Sunnyside - Midtown Manhattan Express,via Forest Av,3,00933C,FFFFFF,staten_island
SIM31,MTA NYCT,SIM31, Eltingville - Midtown Manhattan Express,via Forest Hill Rd,3,00933C,FFFFFF,staten_island
SIM32,MTA NYCT,SIM32, Travis - Lower Manhattan Express,via N Gannon Av / Victory Bl,3,00933C,FFFFFF,staten_island
SIM33,MTA NYCT,SIM33, Mariners Harbor - Manhattan Express,via N Gannon Av,3,00933C,FFFFFF,staten_island
SIM33C,MTA NYCT,SIM33C, Mariners Harbor - Greenwich Village Express,via N Gannon Av,3,00933C,FFFFFF,staten_island
SIM34,MTA NYCT,SIM34, Mariners Harbor - Lower Manhattan Express,via Watchogue Rd,3,00933C,FFFFFF,staten_island
SIM35,MTA NYCT,SIM35, Port Richmond - Lower Manhattan Express,via Clove Rd,3,00933C,FFFFFF,staten_island
S40,MTA NYCT,S40,St. George - Amazon,via Richmond Terrace,3,B933AD,FFFFFF,staten_island
S42,MTA NYCT,S42,St. George - Clyde Place,via St Marks Pl / Jersey St,3,00AEEF,FFFFFF,staten_island
S44,MTA NYCT,S44,St. George - Staten Island Mall,via Richmond Av,3,FAA61A,FFFFFF,staten_island
S46,MTA NYCT,S46,St. George - West Shore Plaza,via Castleton Av,3,006CB7,FFFFFF,staten_island
S48,MTA NYCT,S48,St. George - Mariners Harbor,via Forest Av,3,EE352E,FFFFFF,staten_island
S51,MTA NYCT,S51,St. George - Grant City,via Bay St / Father Capodanno Blvd,3,006CB7,FFFFFF,staten_island
S52,MTA NYCT,S52,St. George - Staten Island Univ. Hospital,via Tompkins Av / Cebra Av / Jersey St ,3,B933AD,FFFFFF,staten_island
S53,MTA NYCT,S53,Port Richmond - Bay Ridge,via Verrazano-Narrows Bridge / Clove Rd,3,EE352E,FFFFFF,staten_island
S54,MTA NYCT,S54,West New Brighton - Eltingville,via Manor Rd,3,FAA61A,FFFFFF,staten_island
S55,MTA NYCT,S55,Rossville - Staten Island Mall,via Bloomingdale Rd / Annadale Rd / Richmond Av,3,FAA61A,FFFFFF,staten_island
S56,MTA NYCT,S56,Huguenot - Staten Island Mall,via Richmond Av / Arthur Kill Rd / Foster Rd,3,6CBE45,FFFFFF,staten_island
S57,MTA NYCT,S57,Port Richmond - New Dorp,via Rockland Av / Brielle Av / Bradley Av,3,6CBE45,FFFFFF,staten_island
S59,MTA NYCT,S59,Port Richmond - Tottenville,via Richmond Av,3,EE352E,FFFFFF,staten_island
S61,MTA NYCT,S61,St. George - Staten Island Mall,via Victory Blvd / Bradley Av,3,EE352E,FFFFFF,staten_island
S62,MTA NYCT,S62,St. George - Travis,via Victory Blvd,3,B933AD,FFFFFF,staten_island
S66,MTA NYCT,S66,St. George - Port Richmond,via Victory Blvd / Jewett Av,3,6CBE45,FFFFFF,staten_island
S74,MTA NYCT,S74,St. George - Bricktown Mall,via Richmond Rd / Arthur Kill Rd,3,EE352E,FFFFFF,staten_island
S76,MTA NYCT,S76,St. George - Oakwood,via Richmond Rd / New Dorp Ln,3,B933AD,FFFFFF,staten_island
S78,MTA NYCT,S78,St. George - Bricktown Mall,via Hylan Blvd,3,FAA61A,FFFFFF,staten_island
S79+,MTA NYCT,S79-SBS,Staten Island Mall - Bay Ridge,Select Bus Service via Verrazano-Narrows Bridge / Hylan Blvd,3,006CB7,FFFFFF,staten_island
S81,MTA NYCT,S81,St. George - Grant City LTD,via Bay St / Father Capodanno Blvd (S51 Limited),3,006CB7,FFFFFF,staten_island
S84,MTA NYCT,S84,St. George - Bricktown Mall LTD,via Richmond Rd / Arthur Kill Rd (S74 Limited),3,EE352E,FFFFFF,staten_island
S86,MTA NYCT,S86,St. George - Oakwood LTD,via Richmond Rd / New Dorp Ln (S76 Limited),3,B933AD,FFFFFF,staten_island
S89,MTA NYCT,S89,Eltingville - Bayonne LTD,via Richmond Av (S59 Limited),3,EE352E,FFFFFF,staten_island
S90,MTA NYCT,S90,St. George - Amazon,via Richmond Terrace (S40 Limited),3,B933AD,FFFFFF,staten_island
S91,MTA NYCT,S91,St. George - Staten Island Mall LTD,via Victory Blvd / Bradley Av (S61 Limited),3,EE352E,FFFFFF,staten_island
S92,MTA NYCT,S92,St. George - Travis LTD,via Victory Blvd (S62 Limited),3,B933AD,FFFFFF,staten_island
S93,MTA NYCT,S93,College of Staten Island - Bay Ridge LTD,via Verrazano-Narrows / Victory,3,EE352E,FFFFFF,staten_island
S94,MTA NYCT,S94,St. George - Staten Island Mall LTD,via Richmond Av (S44 Limited),3,FAA61A,FFFFFF,staten_island
S96,MTA NYCT,S96,St. George - West Shore Plaza LTD,via Castleton Av (S46 Limited),3,006CB7,FFFFFF,staten_island
S98,MTA NYCT,S98,St. George - Mariners Harbor LTD,via Forest Av (S48 Limited),3,EE352E,FFFFFF,staten_island
X27,MTA NYCT,X27,Bay Ridge - Manhattan Express,via Shore Rd,3,00933C,FFFFFF,staten_island
X28,MTA NYCT,X28,Sea Gate / Bensonhurst - Manhattan Express,via Surf Av / Cropsey Av,3,00933C,FFFFFF,staten_island
X37,MTA NYCT,X37,Bay Ridge - Midtown Manhattan Express,via Shore Rd,3,00933C,FFFFFF,staten_island
X38,MTA NYCT,X38,Sea Gate / Bensonhurst - Midtown Manhattan Express,via Surf Av / Cropsey Av,3,00933C,FFFFFF,staten_island
D99,MTA NYCT,D99,Stillwell Terminal - Bay 50 St,via Stillwell Av,711,EE352E,FFFFFF,staten_island
J99,MTA NYCT,J99,121 St Station - Jamaica Van Wyck Station,via Jamaica Av,711,EE352E,FFFFFF,staten_island
J90,MTA NYCT,J90,J Shuttle Bus - Crescent St - Jamaica Van Wyck Station ,via Jamaica Av,711,EE352E,FFFFFF,staten_island
B90,MTA NYCT,B90,F Shuttle Bus - Church Av - Stillwell Av,via McDonald Av,711,EE352E,FFFFFF,staten_island
D90,MTA NYCT,D90,D Shuttle Bus - Mosholu Pkwy #4 - 205 St,via Grand Concourse,711,EE352E,FFFFFF,staten_island
L92,MTA NYCT,L92,L Shuttle Bus - Abingdon Sq - FDR Drive, via 14 St,711,EE352E,FFFFFF,staten_island
L90,MTA NYCT,L90,L Shuttle Bus - Lorimer St - Myrtle Wyckoff Avs,via Wyckoff Av / Metropolitan Av,711,EE352E,FFFFFF,staten_island
M90,MTA NYCT,M90,M Shuttle Bus - Metropolitan Av - Myrtle Av,via Myrtle Av,711,EE352E,FFFFFF,staten_island
Q90,MTA NYCT,Q90,Flushing - LaGuardia Airport,via Seaver Way / Ditmars Blvd,3,EE352E,FFFFFF,staten_island
Q92,MTA NYCT,Q92,7 Shuttle Bus - Times Square - Hudson Yards, via 42 St,711,00933C,FFFFFF,staten_island
Q93,MTA NYCT,Q93,7 Shuttle Bus - Queensboro Plz - Vernon Bl-Jackson Av,via Jackson Av,711,6CBE45,FFFFFF,staten_island
Q107,MTA NYCT,Q107,7 Shuttle Bus - 74 St/Roosevelt Av - Queens Plaza,via Queens Blvd/Roosevelt Av,711,6CBE45,FFFFFF,staten_island
Q108,MTA NYCT,Q108,N Shuttle Bus - 39 Av - Queens Plaza,via Jackson Av,711,6CBE45,FFFFFF,staten_island
B96,MTA NYCT,B96,2 Shuttle Bus - Flatbush Ave - Franklin Ave,via Nostrand Av/New York Av,711,6CBE45,FFFFFF,staten_island
B98,MTA NYCT,B98,G Shuttle Bus - Bedford/Nostrand Av - Court Sq,via Jackson Av/Union Av,711,6CBE45,FFFFFF,staten_island
Q96,MTA NYCT,Q96,E Shuttle Bus - 21 St/Queensbridge - Court Sq,via Jackson Av,711,6CBE45,FFFFFF,staten_island
L1227,MTA NYCT,BJ-MW,L Shuttle Bus-Broadway Junction and Myrtle-Wyckoff,via Fulton/Van Sinderen Ave and Mrtyle/Wyckoff Ave,711,EE352E,FFFFFF,staten_island
L0719,MTA NYCT,BEDLOOP,L Shuttle Bus-Marcy Avenue and Lorimer Street,via Broadway,711,EE352E,FFFFFF,staten_island
L0202,MTA NYCT,MW-ML,L Shuttle Bus-Myrtle-Wyckoff Avenue and Lorimer Street,via Wyckoff/Gates and Metropolitan/Union Ave,711,EE352E,FFFFFF,staten_island
F1,MTA NYCT,F1, CULVER LINK F Shuttle Bus-Church Avenue and McDonald Avenue,via McDonald Avenue and Surf Avenue and Stillwell Avenue,711,EE352E,FFFFFF,staten_island
